industry,country,sub_category,query_en,query_da,recent_avg,trailing_avg,wow_change_pct,threshold_pct,meets_volume_floor,meets_baseline_floor,flagged
wellness_supplements,DK,collagen_powder,kollagen pulver,,2,3.82,-47.7,35,False,False,False
outdoor_recreation,DK,rain_jacket,regnjakke,,16.29,37.39,-56.4,25,True,True,False
home_decor,DK,wall_mirror,vægspejl,,1.71,4.79,-64.2,30,False,False,False
footwear_casual,DK,high_tops,høje sneakers,,0.86,3.75,-77.1,35,False,False,False
automotive_accessories,DK,car_cover,biltæppe,,0,6.96,-100.0,30,False,False,False
bath_personal_care,DK,bath_bomb,badebombe,,0,3.57,-100.0,30,False,False,False
bath_personal_care,DK,bath_salts,badesalt,,0,3.57,-100.0,30,False,False,False
beauty_makeup,DK,eyeshadow_palette,øjenskygge palette,,0,5.64,-100.0,40,False,False,False
beauty_makeup,DK,tinted_moisturizer,tinted moisturizer,,0,0.82,-100.0,40,False,False,False
beauty_skincare,DK,cleansing_oil,renseolie,,0,3.57,-100.0,35,False,False,False
diy_tools,DK,cordless_drill,akku boremaskine,,0,3.79,-100.0,30,False,False,False
diy_tools,DK,shop_vacuum,værkstedstøvsuger,,0,3.57,-100.0,30,False,False,False
fashion_men,DK,wool_overcoat,uldfrakke,,0,11.11,-100.0,35,False,True,False
fitness_apparel,DK,athletic_tee,trænings t-shirt,,0,8.89,-100.0,35,False,True,False
fitness_apparel,DK,compression_tights,kompressionstights,,0,3.57,-100.0,35,False,False,False
fitness_apparel,DK,tennis_skirt,tennis nederdel,,0,3.57,-100.0,35,False,False,False
food_beverage_specialty,DK,single_origin_coffee,single origin kaffe,,0,3.57,-100.0,30,False,False,False
garden_outdoor,DK,bistro_table,bistrobord,,0,3.57,-100.0,25,False,False,False
garden_outdoor,DK,garden_lighting,havebelysning,,0,7,-100.0,25,False,False,False
hair_care,DK,hair_growth_serum,hårvækst serum,,0,0.36,-100.0,35,False,False,False
jewelry_accessories,DK,leather_wallet,læderpung,,0,3.57,-100.0,35,False,False,False
jewelry_accessories,DK,minimalist_watch,minimalistisk ur,,0,3.57,-100.0,35,False,False,False
jewelry_accessories,DK,stacking_rings,stacking ringe,,0,3.57,-100.0,35,False,False,False
kids_baby,DK,baby_bath,babybadekar,,0,3.57,-100.0,30,False,False,False
lingerie_intimates,DK,seamless_underwear,sømløse trusser,,0,3.14,-100.0,35,False,False,False
tech_accessories,DK,monitor_arm,skærmarm,,0,3.57,-100.0,35,False,False,False
toys_games,DK,kids_art_supplies,børne hobbyartikler,,0,3.57,-100.0,30,False,False,False
travel_luggage,DK,luggage_tags,kuffertmærker,,0,3.57,-100.0,30,False,False,False
travel_luggage,DK,travel_pillow,rejsepude,,0,3.57,-100.0,30,False,False,False
wellness_supplements,DK,electrolyte_drink,elektrolyt drik,,0,3.57,-100.0,35,False,False,False
